IMU,310,-0.1963,0
IMU,391,-0.2251,0
IMU,453,-0.2382,0
IMU,505,-0.3124,0
GPS,524,5522.07693,01025.91472
IMU,570,-0.3304,0
IMU,622,-0.2346,0
IMU,673,-0.2406,0
IMU,726,-0.2334,0
IMU,778,-0.2801,0
IMU,830,-0.2406,0
IMU,854,-0.2047,0
IMU,901,-0.2286,0
IMU,952,-0.2682,0
IMU,1003,-0.2382,0
IMU,1054,-0.2358,0
IMU,1105,-0.2562,0
IMU,1156,-0.2382,0
IMU,1207,-0.2526,0
IMU,1258,-0.2885,0
IMU,1309,-0.2586,0
IMU,1390,-0.2490,0
IMU,1443,-0.2478,0
IMU,1497,-0.2765,0
GPS,1515,5522.07697,01025.91475
IMU,1562,-0.2322,0
IMU,1615,-0.1760,0
IMU,1668,-0.2370,0
IMU,1721,-0.2945,0
IMU,1774,-0.2801,0
IMU,1827,-0.2682,0
IMU,1852,-0.3484,0
IMU,1901,-0.2239,0
IMU,1952,-2.4720,0
IMU,2003,-2.6887,1
IMU,2054,-2.9999,2
IMU,2105,-3.5314,4
IMU,2156,-2.9137,7
IMU,2207,-2.2613,11
IMU,2258,-2.1033,15
IMU,2309,-1.4509,19
IMU,2390,-2.2015,29
IMU,2445,-0.6740,35
IMU,2500,-1.4844,41
GPS,2520,5522.07690,01025.91484
IMU,2568,-1.8076,49
IMU,2623,0.2119,56
IMU,2677,0.3053,62
IMU,2731,0.1341,68
IMU,2785,0.1245,74
IMU,2839,1.1456,80
IMU,2860,-0.4202,81
IMU,2910,2.8395,87
IMU,2961,0.9697,92
IMU,3012,1.3001,96
IMU,3063,1.3803,101
IMU,3115,-0.4836,105
IMU,3165,0.1736,109
IMU,3216,0.3687,113
IMU,3267,1.9609,116
IMU,3318,-0.2239,119
IMU,3400,3.5733,123
IMU,3454,1.3024,125
IMU,3509,2.2063,125
GPS,3527,5522.07664,01025.91509
IMU,3574,0.0407,125
IMU,3629,-0.3160,125
IMU,3684,0.0790,125
IMU,3738,2.0650,125
IMU,3792,2.0806,124
IMU,3846,2.6193,122
IMU,3867,3.3639,121
IMU,3918,1.4329,118
IMU,3970,1.7561,114
IMU,4020,2.2194,109
IMU,4071,1.5574,104
IMU,4122,0.6776,100
IMU,4173,1.2426,94
IMU,4225,1.4162,89
IMU,4275,-0.6189,83
IMU,4350,-2.2027,73
IMU,4407,-1.1049,67
IMU,4462,-4.4736,60
IMU,4517,-1.8747,54
GPS,4534,5522.07677,01025.91523
IMU,4585,-0.7135,47
IMU,4640,-0.8116,41
IMU,4696,-1.6077,36
IMU,4749,-0.8236,31
IMU,4803,-0.6009,26
IMU,4845,-2.1320,24
IMU,4877,-1.6747,22
IMU,4928,-1.2402,18
IMU,4979,0.1101,15
IMU,5030,-0.9457,12
IMU,5081,-0.9852,9
IMU,5132,-2.0770,7
IMU,5183,-2.6767,5
IMU,5234,-1.9130,4
IMU,5285,-2.1320,3
IMU,5366,-1.0403,2
IMU,5420,-0.2394,2
IMU,5473,-0.3220,2
IMU,5526,-0.2239,2
GPS,5540,5522.07698,01025.91529
IMU,5593,-1.9585,2
IMU,5646,-3.1795,4
IMU,5700,-3.6955,6
IMU,5754,-2.7210,10
IMU,5809,-2.0243,14
IMU,5844,-1.7454,16
IMU,5883,-1.3563,19
IMU,5934,-0.5028,24
IMU,5985,-1.3599,29
IMU,6036,-3.6943,34
IMU,6087,-1.0187,39
IMU,6138,-0.6225,45
IMU,6190,0.5686,51
IMU,6241,-0.5255,56
IMU,6292,-0.6057,62
IMU,6373,-2.4038,72
IMU,6428,0.1688,78
IMU,6482,0.2322,83
IMU,6537,0.6476,89
GPS,6551,5522.07668,01025.91557
IMU,6604,0.5363,95
IMU,6658,0.3938,101
IMU,6713,0.8188,105
IMU,6768,0.3962,109
IMU,6823,0.0850,113
IMU,6856,1.0355,115
IMU,6898,1.0906,117
IMU,6949,2.1811,119
IMU,7001,2.4086,121
IMU,7052,1.2043,122
IMU,7103,0.7973,123
IMU,7154,-0.6069,123
IMU,7205,-0.3879,124
IMU,7257,-0.2957,124
IMU,7308,-0.5016,124
IMU,7390,0.8787,125
IMU,7444,-0.2418,125
IMU,7498,0.8499,125
GPS,7518,5522.07651,01025.91578
IMU,7566,1.4605,124
IMU,7621,1.1815,122
IMU,7676,4.5011,119
IMU,7732,3.3124,115
IMU,7787,1.3958,111
IMU,7840,1.2929,107
IMU,7862,1.2773,105
IMU,7913,-0.8751,100
IMU,7964,-0.4800,95
IMU,8015,1.0044,90
IMU,8067,1.7406,84
IMU,8118,1.2067,78
IMU,8169,0.8152,73
IMU,8220,1.9441,66
IMU,8271,-3.2166,60
IMU,8323,1.5071,54
IMU,8406,0.4022,44
IMU,8459,-2.4313,38
IMU,8513,-3.1280,32
GPS,8531,5522.07678,01025.91566
IMU,8582,0.2682,26
IMU,8635,-2.1057,20
IMU,8690,-2.7737,16
IMU,8744,-4.1132,12
IMU,8800,-1.6496,8
IMU,8854,-3.3471,5
IMU,8873,-4.6196,4
IMU,8924,-3.6464,2
IMU,8975,-3.6787,1
IMU,9026,-2.2733,1
IMU,9077,-0.3675,1
IMU,9128,-0.6045,1
IMU,9179,-0.4298,1
IMU,9230,-0.3005,1
IMU,9281,-0.2885,1
IMU,9363,-0.2322,1
IMU,9415,-0.2741,1
IMU,9468,-0.2562,1
IMU,9522,-0.2382,1
GPS,9535,5522.07694,01025.91563
IMU,9588,-0.2753,1
IMU,9641,-0.2634,1
IMU,9694,-0.2777,1
IMU,9747,-0.2693,1
IMU,9800,-0.2993,1
IMU,9840,-0.2454,1
IMU,9873,-0.2837,1
IMU,9924,-0.2514,1
IMU,9975,-0.2741,1
IMU,10027,-0.2382,1
IMU,10077,-0.3041,1
IMU,10128,-0.2346,1
IMU,10179,-0.2765,1
IMU,10230,-0.2741,1
IMU,10281,-0.2945,1
IMU,10362,-0.2741,1
IMU,10417,-0.2933,1
IMU,10470,-0.2562,1
IMU,10524,-0.2753,1
GPS,10539,5522.07702,01025.91560
IMU,10592,-0.2274,1
IMU,10646,-0.2167,1
IMU,10700,-0.3029,1
IMU,10755,-0.2670,1
IMU,10808,-0.2562,1
IMU,10838,-0.2825,1
